figure_type,figure_no,title_name,variable,variable_rename,flip_sign,regions,models,years,scenarios,type,x,y,facet1,facet2,color,page_filter,scales
timeseriesplot,28,Electricity Generation - Combustion,Secondary Energy|Electricity|Gas|w/o CCS,Gas w/o CCS,0,usa,model_wm_hist,fives,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,28,Electricity Generation - Combustion,Secondary Energy|Electricity|Oil|w/ CCS,Oil w/ CCS,0,usa,model_wm_hist,fives,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,28,Electricity Generation - Combustion,Secondary Energy|Electricity|Oil|w/o CCS,Oil w/o CCS,0,usa,model_wm_hist,fives,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,28,Electricity Generation - Combustion,Secondary Energy|Electricity|Hydrogen,Hydrogen,0,usa,model_wm_hist,fives,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,28,Electricity Generation - Combustion,Secondary Energy|Electricity|Synthetic Gas,Synthetic Gas,0,usa,model_wm_hist,fives,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,28,Electricity Generation - Combustion,Secondary Energy|Electricity|Synthetic Liquids,Synthetic Liquids,0,usa,model_wm_hist,fives,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,29,Electricity Capacity - Combustion,Capacity|Electricity|Biomass|w/ CCS,Biomass w/ CCS,0,usa,model_wm_hist,fives,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,29,Electricity Capacity - Combustion,Capacity|Electricity|Biomass|w/o CCS,Biomass w/o CCS,0,usa,model_wm_hist,fives,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,29,Electricity Capacity - Combustion,Capacity|Electricity|Coal|w/ CCS,Coal w/ CCS,0,usa,model_wm_hist,fives,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,29,Electricity Capacity - Combustion,Capacity|Electricity|Coal|w/o CCS,Coal w/o CCS,0,usa,model_wm_hist,fives,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,29,Electricity Capacity - Combustion,Capacity|Electricity|Gas|w/ CCS,Gas w/ CCS,0,usa,model_wm_hist,fives,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,29,Electricity Capacity - Combustion,Capacity|Electricity|Gas|w/o CCS,Gas w/o CCS,0,usa,model_wm_hist,fives,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,29,Electricity Capacity - Combustion,Capacity|Electricity|Oil|w/ CCS,Oil w/ CCS,0,usa,model_wm_hist,fives,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
timeseriesplot,29,Electricity Capacity - Combustion,Capacity|Electricity|Oil|w/o CCS,Oil w/o CCS,0,usa,model_wm_hist,fives,scen_wm,wrap,year,value,scenario,variable_rename,model,region,free_y
